id,subject,sid,univer,univer_code,course,course_code,qualification
800,Accountancy,10,"The University of Hull",H72,"Accounting and Bus Econs (with Prof Exp) (4 yrs)",LND4,"4FT Hon BSc"
801,Accountancy,10,"The University of Hull",H72,"Accounting and Business Economics",LN14,"3FT Hon BSc"
802,Accountancy,10,"The University of Hull",H72,"Accounting and Economics",NL41,"3FT Hon BSc"
803,Accountancy,10,"The University of Hull",H72,"Accounting and Economics (International) (4 yrs)",NL4C,"4FT Hon BSc"
804,Accountancy,10,"The University of Hull",H72,"Accounting and Econs (with Prof  Exp) (4 yrs)",NLK1,"4FT Hon BSc"
805,Accountancy,10,"The University of Hull",H72,"Accounting and Financial Management",NN43,"3FT Hon BSc"
806,Accountancy,10,"The University of Hull",H72,"Accounting and Logistics",NJ49,"3FT Hon BSc"
807,Accountancy,10,"The University of Hull",H72,"Accounting and Logistics (International) (4 yrs)",NJ4X,"4FT Hon BSc"
808,Accountancy,10,"The University of Hull",H72,"Accounting and Logistics (with Prof Exp) (4 yrs)",NJK9,"4FT Hon BSc"
809,Accountancy,10,"The University of Hull",H72,"Business and Accounting",NN14,"3FT Hon BA"
810,Accountancy,10,"The University of Hull",H72,"Business and Accounting (International) (4 yrs)",NNC4,"4FT Hon BA"
811,Accountancy,10,"The University of Hull",H72,"Business and Accounting (with Prof Exp) (4 yrs)",NND4,"4FT Hon BA"
812,Accountancy,10,"The University of Hull",H72,"Management and Accounting",NN24,"3FT Hon BA"
813,Accountancy,10,"The University of Hull",H72,"Management and Accounting (International) (4 yr)",NN2K,"4FT Hon BA"
814,Accountancy,10,"The University of Hull",H72,"Management and Accounting (with Prof Exp) (4 yr)",NN2L,"4FT Hon BA"
815,Accountancy,10,"The University of Hull",H72,"Marketing and Accounting",NN54,"3FT Hon BA"
816,Accountancy,10,"The University of Hull",H72,"Marketing and Accounting (International) (4 yrs)",NN5K,"4FT Hon BA"
817,Accountancy,10,"The University of Hull",H72,"Marketing and Accounting (with Prof Exp) (4 yrs)",NNM4,"4FT Hon BA"
818,Accountancy,10,"Keele University",K12,"Accounting & Finance with Social Sci Fdn Yr",N4L0,"4FT Hon BA"
819,Accountancy,10,"Keele University",K12,"Accounting and Applied Environmental Science",NF47,"3FT Hon BSc"
820,Accountancy,10,"Keele University",K12,"Accounting and Applied Psychology",NC48,"4FT Hon BSc"
821,Accountancy,10,"Keele University",K12,"Accounting and Astrophysics",NF45,"3FT Hon BSc"
822,Accountancy,10,"Keele University",K12,"Accounting and Biochemistry",NC47,"3FT Hon BSc"
823,Accountancy,10,"Keele University",K12,"Accounting and Biology",NC41,"3FT Hon BSc"
824,Accountancy,10,"Keele University",K12,"Accounting and Business Management",NN42,"3FT Hon BA"
825,Accountancy,10,"Keele University",K12,"Accounting and Criminology",NM49,"3FT Hon BA"
826,Accountancy,10,"Keele University",K12,"Accounting and English",NQ43,"3FT Hon BA"
827,Accountancy,10,"Keele University",K12,"Accounting and Finance",NN34,"3FT Hon BA"
828,Accountancy,10,"Keele University",K12,"Accounting and Finance",NN43,"3FT Hon BA"
829,Accountancy,10,"Keele University",K12,"Accounting and Forensic Science",NF44,"3FT Hon BSc"
830,Accountancy,10,"Keele University",K12,"Accounting and Geography",NL47,"3FT Hon BA"
831,Accountancy,10,"Keele University",K12,"Accounting and Geology",NF46,"3FT Hon BSc"
832,Accountancy,10,"Keele University",K12,"Accounting and History",NV41,"3FT Hon BA"
833,Accountancy,10,"Keele University",K12,"Accounting and Human Biology",NC1C,"3FT Hon BSc"
834,Accountancy,10,"Keele University",K12,"Accounting and Human Geography",NL4R,"3FT Hon BA"
835,Accountancy,10,"Keele University",K12,"Accounting and Human Resource Management",NN46,"3FT Hon BA"
836,Accountancy,10,"Keele University",K12,"Accounting and International Business",NN41,"3FT Hon BA"
837,Accountancy,10,"Keele University",K12,"Accounting and International Relations",NL42,"3FT Hon BA"
838,Accountancy,10,"Keele University",K12,"Accounting and Law",NM41,"3FT Hon BA"
839,Accountancy,10,"Keele University",K12,"Accounting and Marketing",NN45,"3FT Hon BA"
840,Accountancy,10,"Keele University",K12,"Accounting and Mathematics",NG41,"3FT Hon BSc"
841,Accountancy,10,"Keele University",K12,"Accounting and Music",NW43,"3FT Hon BA"
842,Accountancy,10,"Keele University",K12,"Accounting and Music Technology",NJ49,"3FT Hon BA"
843,Accountancy,10,"Keele University",K12,"Accounting and Philosophy",NV45,"3FT Hon BA"
844,Accountancy,10,"Keele University",K12,"Accounting and Physical Geography",NF48,"3FT Hon BSc"
845,Accountancy,10,"Keele University",K12,"Accounting and Physics",NF43,"3FT Hon BSc"
846,Accountancy,10,"Keele University",K12,"Accounting and Politics",NL4F,"3FT Hon BA"
847,Accountancy,10,"Keele University",K12,"Accounting and Psychology",NC4V,"3FT Hon BSc"
848,Accountancy,10,"Keele University",K12,"Accounting and Social Science Foundation Year",NL43,"4FT Hon BA"
849,Accountancy,10,"Keele University",K12,"Accounting and Sociology",NL4H,"3FT Hon BA"
850,Accountancy,10,"Kensington College of Business",K15,"Business and Accounts",NN14,"2FT Fdg FdA"
851,Accountancy,10,"The University of Kent",K24,"Accounting & Finance",N400,"3FT Hon BA"
852,Accountancy,10,"The University of Kent",K24,"Accounting & Finance and Business Administration",NN42,"3FT Hon BA"
853,Accountancy,10,"The University of Kent",K24,"Accounting & Finance and Economics",LN14,"3FT Hon BA"
854,Accountancy,10,"The University of Kent",K24,"Accounting & Finance and Management Science",NN24,"3FT Hon BA"
855,Accountancy,10,"The University of Kent",K24,"Accounting & Finance and Politics",LN24,"3FT Hon BA"
856,Accountancy,10,"The University of Kent",K24,"Accounting & Finance and Sociology",NL43,"3FT Hon BA"
857,Accountancy,10,"The University of Kent",K24,"Accounting & Finance w optional deferred subject",N405,"3FT Hon BA"
858,Accountancy,10,"The University of Kent",K24,"Accounting & Finance with a year in Industry",N404,"4SW Hon BSc"
859,Accountancy,10,"The University of Kent",K24,"Accounting & Finance with Computing",N4G4,"3FT Hon BA"
860,Accountancy,10,"The University of Kent",K24,"Accounting & Finance with French Bus St (4 Yrs)",N4N1,"4FT Hon BA"
861,Accountancy,10,"The University of Kent",K24,"Accounting & Finance with German (4 years)",N402,"4FT Hon BA"
862,Accountancy,10,"The University of Kent",K24,"British & French Accounting and Finance (4 yrs)",N403,"4FT Hon BA"
863,Accountancy,10,"The University of Kent",K24,"Computing and Accounting & Finance",GN44,"3FT Hon BA"
864,Accountancy,10,"The University of Kent",K24,"Ind Relations & Human Resource Mgt (Accounting)",NN46,"3FT Hon BA"
865,Accountancy,10,"The University of Kent",K24,"Law and Accounting & Finance (4 years)",NM41,"4FT Hon BA"
866,Accountancy,10,"The University of Kent",K24,"Mathematics and Accounting & Finance",GN14,"3FT/4SW Hon BA"
867,Accountancy,10,"Kingston University",K84,"Accounting & Finance",N420,"3FT Hon BA"
868,Accountancy,10,"Kingston University",K84,"Financial Economics",L111,"3FT Hon BSc"
869,Accountancy,10,"Lancaster University",L14,"Accounting and Economics",NL41,"3FT Hon BA"
870,Accountancy,10,"Lancaster University",L14,"Accounting and Finance",N400,"3FT Hon BA/BSc"
871,Accountancy,10,"Lancaster University",L14,"Accounting, Auditing and Finance",NN43,"4SW Hon BSc"
872,Accountancy,10,"Lancaster University",L14,"Accounting, Finance and Computer Science",NG44,"3FT Hon BSc"
873,Accountancy,10,"Lancaster University",L14,"Accounting, Finance and Mathematics",NG41,"3FT Hon BSc"
874,Accountancy,10,"Lancaster University",L14,"Business Studies (Accounting)",N401,"3FT Hon BSc"
875,Accountancy,10,"University of Leeds",L23,"Accounting & Finance",N420,"3FT Hon BA"
876,Accountancy,10,"University of Leeds",L23,"Accounting & Management",NN42,"3FT Hon BA"
877,Accountancy,10,"University of Leeds",L23,"Accounting and Law",MN14,"4FT Hon BA"
878,Accountancy,10,"Leeds Metropolitan University",L27,"Accounting and Finance",N420,"3FT/4SW Hon BA"
879,Accountancy,10,"University of Lincoln",L39,"Accountancy and Advertising",NP42,"3FT Hon BA"
880,Accountancy,10,"University of Lincoln",L39,"Accountancy and Finance",N400,"3FT Hon BA"
881,Accountancy,10,"University of Lincoln",L39,"Accountancy and Marketing",NN45,"3FT Hon BA/BSc"
882,Accountancy,10,"University of Lincoln",L39,"Business and Accountancy",NN41,"3FT Hon BA/BSc"
883,Accountancy,10,"University of Lincoln",L39,"Management and Accountancy",NN42,"3FT Hon BA"
884,Accountancy,10,"The University of Liverpool",L41,Accounting,N400,"3FT Hon BA"
885,Accountancy,10,"The University of Liverpool",L41,"Combined Honours - (Economics)",Y001,"3FT Hon BA"
886,Accountancy,10,"Liverpool Hope University",L46,Accounting,N400,"3FT Hon BA"
887,Accountancy,10,"Liverpool John Moores University",L51,"Accounting and Finance",N420,"3FT Hon BA"
888,Accountancy,10,"The London College, UCK",L62,"Accounting with Finance",N4N3,"2FT/3SW Dip ADip"
889,Accountancy,10,"The London College, UCK",L62,"Accounting with Finance",N4NH,"3FT/4SW Dip APDip"
890,Accountancy,10,"London Metropolitan University",L68,"Accounting and Banking",NN43,"3FT Hon BA"
891,Accountancy,10,"London Metropolitan University",L68,"Accounting and Business",NN41,"3FT Hon BA"
892,Accountancy,10,"London Metropolitan University",L68,"Accounting and Business Economics",NL41,"3FT Hon BA"
893,Accountancy,10,"London Metropolitan University",L68,"Accounting and Business Information Technology",GN54,"3FT Hon BA/BSc"
894,Accountancy,10,"London Metropolitan University",L68,"Accounting and Business Law",NM42,"3FT Hon BA/BSc"
895,Accountancy,10,"London Metropolitan University",L68,"Accounting and Business Management",42NN,"2FT HND"
896,Accountancy,10,"London Metropolitan University",L68,"Accounting and Business Operations Management",NN24,"3FT Hon BA/BSc"
897,Accountancy,10,"London Metropolitan University",L68,"Accounting and Computing",NG44,"3FT Hon BA/BSc"
898,Accountancy,10,"London Metropolitan University",L68,"Accounting and Economics",LN14,"3FT Hon BA"
899,Accountancy,10,"London Metropolitan University",L68,"Accounting and Finance",N400,"3FT Hon BA"
900,Accountancy,10,"London Metropolitan University",L68,"Accounting and Financial Services",NN34,"3FT Hon BA"
901,Accountancy,10,"London Metropolitan University",L68,"Accounting and Human Resource Management",NN46,"3FT Hon BA"
902,Accountancy,10,"London Metropolitan University",L68,"Accounting and Insurance",NNJ4,"3FT Hon BA/BSc"
903,Accountancy,10,"London Metropolitan University",L68,"Accounting and International Business",NNK1,"3FT Hon BA"
904,Accountancy,10,"London Metropolitan University",L68,"Accounting and Investment",NNH4,"3FT Hon BA"
905,Accountancy,10,"London Metropolitan University",L68,"Accounting and Law",MN14,"3FT Hon BA"
906,Accountancy,10,"London Metropolitan University",L68,"Accounting and Marketing",NN4H,"3FT Hon BA"
907,Accountancy,10,"London Metropolitan University",L68,"Accounting and Mathematics",NG41,"3FT Hon BA/BSc"
908,Accountancy,10,"London Metropolitan University",L68,"Accounting and Music & Media Management",NP43,"3FT Hon BA/BSc"
909,Accountancy,10,"London Metropolitan University",L68,"Accounting and Taxation",NN4J,"3FT Hon BA"
910,Accountancy,10,"London Metropolitan University",L68,"Accounting Info Systems and Bus Operations Mgt",NN42,"3FT Hon BA/BSc"
911,Accountancy,10,"London Metropolitan University",L68,"Accounting Info Systems and Computer Networking",NG4K,"3FT Hon BA/BSc"
912,Accountancy,10,"London Metropolitan University",L68,"Accounting Information Systems",N491,"3FT Hon BA"
913,Accountancy,10,"London Metropolitan University",L68,"Accounting Information Systems and Business",NN4C,"3FT Hon BA/BSc"
914,Accountancy,10,"London Metropolitan University",L68,"Accounting Information Systems and Computing",NG4L,"3FT Hon BA/BSc"
915,Accountancy,10,"London Metropolitan University",L68,"Accounting Information Systems and Mathematics",NG4C,"3FT Hon BA/BSc"
916,Accountancy,10,"London Metropolitan University",L68,"Accounting Information Systems and Statistics",NG43,"3FT Hon BA/BSc"
917,Accountancy,10,"London Metropolitan University",L68,"Accounting Information Systems and Taxation",NNK3,"3FT Hon BA/BSc"
918,Accountancy,10,"London Metropolitan University",L68,"Accounting InfoSystems and Business Economics",NL4C,"3FT Hon BA/BSc"
919,Accountancy,10,"London Metropolitan University",L68,"Joint Courses - (Accounting Information Systems (3))",Y001,"3FT Hon BA/BSc"
920,Accountancy,10,"London Metropolitan University",L68,"Joint Degrees - (Accounting (1))",Y002,"3FT Hon BA/BSc"
921,Accountancy,10,"London School of Economics and Political Science (University of London)",L72,"Accounting & Finance",NN34,"3FT Hon BSc"
922,Accountancy,10,"London South Bank University",L75,Accounting,N400,"2FT Fdg FdA"
923,Accountancy,10,"London South Bank University",L75,"Accounting and Finance",N420,"3FT Hon BA"
924,Accountancy,10,"London South Bank University",L75,"Accounting with Business Information Technology",N4G5,"3FT Hon BA"
925,Accountancy,10,"London South Bank University",L75,"Accounting with English Language Studies",N4Q3,"3FT Hon BA"
926,Accountancy,10,"London South Bank University",L75,"Accounting with Law",N4M1,"3FT Hon BA"
927,Accountancy,10,"London South Bank University",L75,"Accounting with Marketing",N4N5,"3FT Hon BA"
928,Accountancy,10,"London South Bank University",L75,"Business Information Technology and Accounting",GN54,"3FT Hon BSc"
929,Accountancy,10,"London South Bank University",L75,"Business Information Technology with Accounting",G5N4,"3FT Hon BSc"
930,Accountancy,10,"London South Bank University",L75,"Digital Marketing and Accounting",NN54,"3FT Hon BA/BSc"
931,Accountancy,10,"London South Bank University",L75,"Digital Marketing with Accounting",N5N4,"3FT Hon BA"
932,Accountancy,10,"London South Bank University",L75,"English Language Studies and Accounting",QN34,"3FT Hon BA"
933,Accountancy,10,"London South Bank University",L75,"International Accounting and Finance",NN43,"1FT Hon BSc"
934,Accountancy,10,"London South Bank University",L75,"Law with Accounting",M1N4,"3FT Hon LLB"
935,Accountancy,10,"London South Bank University",L75,"Marketing and Accounting",NN45,"3FT Hon BA"
936,Accountancy,10,"London South Bank University",L75,"Marketing with Accounting",N5NK,"3FT Hon BA"
937,Accountancy,10,"Loughborough University",L79,"Accounting and Financial Management (4 year SW)",NN34,"4SW Hon BSc"
938,Accountancy,10,"Loughborough University",L79,"Business Economics and Finance",L1NK,"3FT Hon BSc"
939,Accountancy,10,"Loughborough University",L79,"Economics with Accounting",L1N4,"3FT Hon BSc"
940,Accountancy,10,"Loughborough University",L79,"Financial Mathematics",GN13,"3FT Hon BSc"
941,Accountancy,10,"Loughborough University",L79,"Financial Mathematics (4 year SW)",GNC3,"4SW Hon BSc"
942,Accountancy,10,"Loughborough University",L79,"Mathematics and Accounting and Financial Mgt",G1N4,"3FT Hon BSc"
943,Accountancy,10,"Loughborough University",L79,"Mathematics and Accounting and Financial Mgt",G1NK,"4SW Hon BSc"
944,Accountancy,10,"The Manchester College (Formerly Manchester College of Arts and Technology)",M10,"Accounting and Finance",NN43,"1FT Hon BA"
945,Accountancy,10,"The Manchester College (Formerly Manchester College of Arts and Technology)",M10,"Financial Services",NN34,"2FT Fdg FdA"
946,Accountancy,10,"The University of Manchester",M20,Accounting,N400,"3FT/4FT Hon BSc"
947,Accountancy,10,"The University of Manchester",M20,Accounting,N420,"3FT Hon BAEcon"
948,Accountancy,10,"The University of Manchester",M20,"Accounting and Economics",NL41,"3FT Hon BAEcon"
949,Accountancy,10,"The University of Manchester",M20,"Accounting and Finance",NN43,"3FT Hon BA"
950,Accountancy,10,"The University of Manchester",M20,"Accounting, Management and Information Systems",NG45,"3FT Hon BA"
951,Accountancy,10,"The University of Manchester",M20,"Actuarial Science and Mathematics",NG31,"3FT Hon BSc"
952,Accountancy,10,"The University of Manchester",M20,Economics,L100,"3FT Hon BAEcon"
953,Accountancy,10,"The University of Manchester",M20,"Economics and Finance",LN13,"3FT Hon BA"
954,Accountancy,10,"The University of Manchester",M20,Finance,N300,"3FT Hon BAEcon"
955,Accountancy,10,"The University of Manchester",M20,"Management (Accounting and Finance)",NN24,"3FT Hon BSc"
956,Accountancy,10,"The University of Manchester",M20,"Mathematics and Management",GN12,"3FT Hon BSc"
957,Accountancy,10,"The University of Manchester",M20,"Mathematics with Business & Management",G1N2,"3FT Hon BSc"
958,Accountancy,10,"The University of Manchester",M20,"Mathematics with Finance",G1N3,"3FT Hon BSc"
959,Accountancy,10,"The University of Manchester",M20,"Mathematics with Financial Mathematics",G1NH,"3FT Hon BSc"
960,Accountancy,10,"The University of Manchester",M20,"Mathematics with Financial Mathematics",G1NJ,"4FT Hon MMath"
961,Accountancy,10,"The University of Manchester",M20,Politics,L244,"3FT Hon BAEcon"
962,Accountancy,10,"The Manchester Metropolitan University",M40,"Accounting and Finance",N420,"3FT Hon BA"
963,Accountancy,10,"The Manchester Metropolitan University",M40,"Accounting and Finance (Foundation)",N423,"4FT/5SW Hon BA"
964,Accountancy,10,"The Manchester Metropolitan University",M40,"Accounting and Finance (Sandwich)",NN34,"4SW Hon BA"
965,Accountancy,10,"Middlesex University",M80,"Accounting and Business Economics",NL41,"3FT Hon BSc"
966,Accountancy,10,"Middlesex University",M80,"Accounting and Finance",N420,"3FT/4SW Hon BA"
967,Accountancy,10,"Middlesex University",M80,"Accounting and Statistics",NG43,"3FT Hon BSc"
968,Accountancy,10,"Middlesex University",M80,"Business Accounting",N490,"3FT Hon BA"
969,Accountancy,10,"Middlesex University",M80,"Money Banking and Finance",N300,"3FT/4SW Hon BSc"
970,Accountancy,10,"Napier University, Edinburgh",N07,Accounting,N400,"3FT/4FT Deg/Hon BA"
971,Accountancy,10,"Napier University, Edinburgh",N07,"Accounting with Economics",N4L1,"3FT/4FT Ord/Hon BA"
972,Accountancy,10,"Napier University, Edinburgh",N07,"Accounting with Entrepreneurship",N4N2,"3FT/4FT Ord/Hon BA"
973,Accountancy,10,"Napier University, Edinburgh",N07,"Accounting with Finance",N4N3,"3FT/4FT Ord/Hon BA"
974,Accountancy,10,"Napier University, Edinburgh",N07,"Accounting with Human Resource Management",N4N6,"3FT/4FT Ord/Hon BA"
975,Accountancy,10,"Napier University, Edinburgh",N07,"Accounting with Law",N4M1,"3FT/4FT Ord/Hon BA"
976,Accountancy,10,"Napier University, Edinburgh",N07,"Accounting with Marketing Management",N4N5,"3FT/4FT Ord/Hon BA"
977,Accountancy,10,"Napier University, Edinburgh",N07,"Business Management - (Accounting)",N200,"3FT/4FT Ord/Hon BA"
978,Accountancy,10,"Napier University, Edinburgh",N07,"Customised Programme",Y001,"2FT/3FT/4FT Dip/Hon BA/BSc"
979,Accountancy,10,"Napier University, Edinburgh",N07,"Customised Programme - (Accounting)",Y001,"2FT/3FT/4SW Dip/Hon BA/BSc"
980,Accountancy,10,"Neath Port Talbot College",N13,"Management and Business",091N,"2FT HND"
981,Accountancy,10,"Newcastle University",N21,"Accounting and Computing Science",NG4K,"3FT Hon BSc"
982,Accountancy,10,"Newcastle University",N21,"Accounting and Finance",N400,"3FT Hon BA"
983,Accountancy,10,"Newcastle University",N21,"Accounting and Information Systems",NG55,"3FT Hon BSc"
984,Accountancy,10,"Newcastle University",N21,"Accounting and Mathematics",NG41,"3FT Hon BSc"
985,Accountancy,10,"Newcastle University",N21,"Accounting and Statistics",NG43,"3FT Hon BSc"
986,Accountancy,10,"Newcastle University",N21,"Bus Accounting and Fin (inc bus place) (4 yrs)",NN14,"4FT Hon BA"
987,Accountancy,10,"Newcastle University",N21,"Combined Studies - (Accounting)",Y001,"3FT Hon BA"
988,Accountancy,10,"Newcastle University",N21,"Financial and Business Economics",L161,"3FT Hon BA"
989,Accountancy,10,"Newcastle University",N21,"Info Systems w Accounting (Industrial Placement)",G5NK,"4FT Hon BSc"
990,Accountancy,10,"Newcastle University",N21,"Information Systems with Accounting",G5N4,"3FT Hon BSc"
991,Accountancy,10,"University of Wales, Newport",N37,Accounting,N401,"3FT Hon BSc"
992,Accountancy,10,"University of Wales, Newport",N37,"Accounting and Economics",LN14,"3FT Hon BSc"
993,Accountancy,10,"University of Wales, Newport",N37,"Accounting and Law",MN14,"3FT Hon BSc"
994,Accountancy,10,"University of Wales, Newport",N37,"Business and Accounting",NN14,"3FT Hon BA"
995,Accountancy,10,"University of Northampton",N38,Accounting,N400,"2FT Fdg FdA"
996,Accountancy,10,"University of Northampton",N38,"Accounting and Finance",N420,"3FT Hon BA"
997,Accountancy,10,"University of Northampton",N38,"Accounting with Applied Management",N4NG,"3FT Hon BA"
998,Accountancy,10,"University of Northampton",N38,"Accounting with Equine Studies",N4D4,"3FT Hon BA"
999,Accountancy,10,"University of Northampton",N38,Accounting/Advertising,N4NM,"3FT Hon BA"
1000,Accountancy,10,"University of Northampton",N38,"Accounting/American Studies",N4T7,"3FT Hon BA"
